_input_part_number,_status,_error,KeyValuePairs
980-4700-042,ok_ata,,"Part No.: 980-4700-042 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 737-400SF, 767-300F, C-40C, 757-200PF, 737-700, 767-400ER, 777-200LR, 737-300QC, 737-700C, 747-400ERF, 777-200, 757-200EM, 737-400, 757-200PC, 717-200, 737-500, 737-300F, 737-900ER, 747-400, 757-200, 737-900, 767-200EM, C-40B, BBJ 737-800, C-32, 757-300EM, 767-300, 777-300ER, 757-300, 767-300BCF, 737-300SF, 777-300, BBJ 737-700, 737-600, 737 AEW&C, 777-200F, 767-200ERSF, 767-200ER, DC-10-30, 767-200SF, 767-200, 747-400F, 767-300EREM, 767-200ERT, 757-200PCF, 767-200EREM, 737-300, 767-300ER, 747-400PC, 777-200ER, 737-800 | Description: SSFDR-SOLID STATE FLIGHT DATA 1TU | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-31/980-4700-042/
---
Part No.: 980-4700-042 | ATA Groups: Aircraft Systems | Boeing Applicability: N/A | Description: RECORDER-FLIGHT DATA | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-737-300-400-500/aircraft-systems-31/980-4700-042/
---
Part No.: 980-4700-042 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-300EREM, 737-700, 737-400SF, 767-200ERT, 747-400ERF, 767-400ER, 737-300QC, 737-700C, 777-200LR, 757-200EM, 737-500, 717-200, 737-400, 737-300F, 757-200PC, 777-200, 757-300EM, 737-900ER, 757-200, 737-900, BBJ 737-800, 747-400, 767-200EM, 767-300, 737-300SF, 767-300BCF, 757-300, 777-300ER, 737-600, BBJ 737-700, 777-300, 777-200F, 767-200, 767-200SF, 767-200ERSF, DC-10-30, 767-200ER, 747-400PC, 757-200PF, 757-200PCF, 767-300F, 737-800, 737-300, 767-200EREM, 747-400F, 767-300ER, 777-200ER | Description: SSFDR-SOLID STATE FLIGHT DATA 1TU | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737-classic/aircraft-systems-31/980-4700-042/
---
Part No.: 980-4700-042 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-300F, 737-400SF, 767-300EREM, C-40C, 767-200ERT, 747-400ERF, 737-700C, 777-200LR, 767-400ER, 737-300QC, 757-200PC, 737-500, 717-200, 737-400, 737-300F, 777-200, 757-200EM, 767-200EM, 747-400, C-40B, 737-900, 757-200, 757-300EM, C-32, BBJ 737-800, 737-900ER, 757-300, 737-300SF, 767-300BCF, 767-300, 777-300ER, 737 AEW&C, BBJ 737-700, 737-600, 777-300, 767-200, 747-400F, 767-200ERSF, 767-200ER, DC-10-30, 777-200F, 747-400PC, 737-700, 757-200PF, 757-200PCF, 737-800, 767-200EREM, 767-300ER, 777-200ER, 767-200SF, 737-300 | Description: SSFDR-SOLID STATE FLIGHT DATA 1TU | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-31/980-4700-042/
---
Part No.: 980-4700-042 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-300EREM, 737-700, 737-400SF, 767-200ERT, 747-400ERF, 767-400ER, 737-300QC, 737-700C, 777-200LR, 757-200EM, 737-500, 717-200, 737-400, 737-300F, 757-200PC, 777-200, 757-300EM, 737-900ER, 757-200, 737-900, BBJ 737-800, 747-400, 767-200EM, 767-300, 737-300SF, 767-300BCF, 757-300, 777-300ER, 737-600, BBJ 737-700, 777-300, 777-200F, 767-200, 767-200SF, 767-200ERSF, DC-10-30, 767-200ER, 747-400PC, 757-200PF, 757-200PCF, 767-300F, 737-800, 737-300, 767-200EREM, 747-400F, 767-300ER, 777-200ER | Description: SSFDR-SOLID STATE FLIGHT DATA 1TU | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/aircraft-systems-31/980-4700-042/
---
Part No.: 980-4700-042 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-300EREM, 737-700, 737-400SF, 767-200ERT, 747-400ERF, 767-400ER, 737-300QC, 737-700C, 777-200LR, 757-200EM, 737-500, 717-200, 737-400, 737-300F, 757-200PC, 777-200, 757-300EM, 737-900ER, 757-200, 737-900, BBJ 737-800, 747-400, 767-200EM, 767-300, 737-300SF, 767-300BCF, 757-300, 777-300ER, 737-600, BBJ 737-700, 777-300, 777-200F, 767-200, 767-200SF, 767-200ERSF, DC-10-30, 767-200ER, 747-400PC, 757-200PF, 757-200PCF, 767-300F, 737-800, 737-300, 767-200EREM, 747-400F, 767-300ER, 777-200ER | Description: SSFDR-SOLID STATE FLIGHT DATA 1TU | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b757/aircraft-systems-31/980-4700-042/
---
Part No.: 980-4700-042 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-300EREM, 737-700, 737-400SF, 767-200ERT, 747-400ERF, 767-400ER, 737-300QC, 737-700C, 777-200LR, 757-200EM, 737-500, 717-200, 737-400, 737-300F, 757-200PC, 777-200, 757-300EM, 737-900ER, 757-200, 737-900, BBJ 737-800, 747-400, 767-200EM, 767-300, 737-300SF, 767-300BCF, 757-300, 777-300ER, 737-600, BBJ 737-700, 777-300, 777-200F, 767-200, 767-200SF, 767-200ERSF, DC-10-30, 767-200ER, 747-400PC, 757-200PF, 757-200PCF, 767-300F, 737-800, 737-300, 767-200EREM, 747-400F, 767-300ER, 777-200ER | Description: SSFDR-SOLID STATE FLIGHT DATA 1TU | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/aircraft-systems-31/980-4700-042/"
LA2E20202930000,no_table_ata_or_component,,
066-50008-0409,ok_ata,,Part No.: 066-50008-0409 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: TRANSCEIVER-WEATHER RADAR | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-34/066-50008-0409/
2041220-3231,ok_component_fallback,,"Part No.: 2041220-3231 | Manufacturer: Honeywell Aerospace | Part Type: Control Panel Con 4B | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/honeywell-aerospace/2041220-3231/
---
Part No.: 2041220-3231 | Manufacturer: Honeywell | Part Type: Control Panel Con 4B | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/honeywell/2041220-3231/"
2041444-0424,ok_component_fallback,,"Part No.: 2041444-0424 | Manufacturer: Honeywell Aerospace | Part Type: Antenna Drive | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/honeywell-aerospace/2041444-0424/
---
Part No.: 2041444-0424 | Manufacturer: Honeywell | Part Type: No Description Available | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/honeywell/2041444-0424/"
9599-607-19504,no_table_ata_or_component,,
K282AAM0305,ok_component_fallback,,"Part No.: K282AAM0305 | Manufacturer: Thales Aerospace | Part Type: Printer | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/thales-aerospace/k282aam0305/
---
Part No.: K282AAM0305 | Manufacturer: Thales Avionics | Part Type: Printer | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/thales-avionics/k282aam0305/"
767584L,ok_ata,,Part No.: 767584L | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: GCU-GENERATOR CONTROL UNIT | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-24/767584l/
1700667D,ok_ata,,Part No.: 1700667D | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: GAPCU-GROUND AUXILIARY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-24/1700667d/
740GA01Y02,ok_component_fallback,,Part No.: 740GA01Y02 | Manufacturer: Zodiac Ece | Part Type: Ecmu | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/zodiac-ece/740ga01y02/
LA2E50700-100000,no_table_ata_or_component,,
47172-540,no_table_ata_or_component,,
856033-401,no_match_in_component,,
856039-401,ok_component_fallback,,Part No.: 856039-401 | Manufacturer: Weber Aircraft | Part Type: Ps580001 02 | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/weber-aircraft/856039-401/
858805-425E,no_table_ata_or_component,,
114256004-010,ok_component_fallback,,Part No.: 114256004-010 | Manufacturer: Messier-Dowty | Part Type: Retraction Actuator | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/messier-dowty/114256004-010/
114256004-000,no_table_ata_or_component,,
23-005802-000-2,no_table_ata_or_component,,
LA2T0G20705C070,ok_ata,,Part No.: LA2T0G20705C070 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: ATSU-AIR TRAFFIC SERVICES UNIT 1TX1 | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-46/la2t0g20705c070/
LA2E50700100000,no_table_ata_or_component,,
3001-01-111,ok_ata,,"Part No.: 3001-01-111 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-200EREM, 737-300QC, DC-9-30, DC-10-30, 737-300, 767-200EM, 757-200PCF, 737-900, 737-600, 767-200, MD-90-30, 767-400ER, 767-300BCF, 757-200PC, 747-8F, 757-300EM, 757-200EM, 767-300EREM, BBJ 737-700, 767-300ER, 767-300F, MD-11F, 737-700C, 737 MAX 7, 767-300, 737-500, 747-8, 737-900ER, 737-400SF, BBJ 737-800, 767-200ER, 757-300, 737 MAX 9, 737-400, 767-200ERT, 767-200SF, 757-200PF, 737 MAX 8, 737-300SF, 737-300F, 737-800, 737-700, 767-200ERSF, 757-200 | Description: TRIAXIAL ACCELEROMETER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737ng/aircraft-systems-31/3001-01-111/
---
Part No.: 3001-01-111 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-200EREM, 737-300QC, DC-9-30, DC-10-30, 737-300, 767-200EM, 757-200PCF, 737-900, 737-600, 767-200, MD-90-30, 767-400ER, 767-300BCF, 757-200PC, 747-8F, 757-300EM, 757-200EM, 767-300EREM, BBJ 737-700, 767-300ER, 767-300F, MD-11F, 737-700C, 737 MAX 7, 767-300, 737-500, 747-8, 737-900ER, 737-400SF, BBJ 737-800, 767-200ER, 757-300, 737 MAX 9, 737-400, 767-200ERT, 767-200SF, 757-200PF, 737 MAX 8, 737-300SF, 737-300F, 737-800, 737-700, 767-200ERSF, 757-200 | Description: TRI AXIAL ACCELEROMETER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/embraer-erj190/aircraft-systems-31/3001-01-111/
---
Part No.: 3001-01-111 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-200EREM, 737-300QC, DC-9-30, DC-10-30, 737-300, 767-200EM, 757-200PCF, 737-900, 737-600, 767-200, MD-90-30, 767-400ER, 767-300BCF, 757-200PC, 747-8F, 757-300EM, 757-200EM, 767-300EREM, BBJ 737-700, 767-300ER, 767-300F, MD-11F, 737-700C, 737 MAX 7, 767-300, 737-500, 747-8, 737-900ER, 737-400SF, BBJ 737-800, 767-200ER, 757-300, 737 MAX 9, 737-400, 767-200ERT, 767-200SF, 757-200PF, 737 MAX 8, 737-300SF, 737-300F, 737-800, 737-700, 767-200ERSF, 757-200 | Description: TRI AXIAL ACCELEROMETER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/embraer-erj190/aircraft-systems-24/3001-01-111/
---
Part No.: 3001-01-111 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-200EREM, 737-300QC, DC-9-30, DC-10-30, 737-300, 767-200EM, 757-200PCF, 737-900, 737-600, 767-200, MD-90-30, 767-400ER, 767-300BCF, 757-200PC, 747-8F, 757-300EM, 757-200EM, 767-300EREM, BBJ 737-700, 767-300ER, 767-300F, MD-11F, 737-700C, 737 MAX 7, 767-300, 737-500, 747-8, 737-900ER, 737-400SF, BBJ 737-800, 767-200ER, 757-300, 737 MAX 9, 737-400, 767-200ERT, 767-200SF, 757-200PF, 737 MAX 8, 737-300SF, 737-300F, 737-800, 737-700, 767-200ERSF, 757-200 | Description: TRIAXIAL ACCELEROMETER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-8/aircraft-systems-31/3001-01-111/
---
Part No.: 3001-01-111 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-200EREM, 737-300QC, DC-9-30, DC-10-30, 737-300, 767-200EM, 757-200PCF, 737-900, 737-600, 767-200, MD-90-30, 767-400ER, 767-300BCF, 757-200PC, 747-8F, 757-300EM, 757-200EM, 767-300EREM, BBJ 737-700, 767-300ER, 767-300F, MD-11F, 737-700C, 737 MAX 7, 767-300, 737-500, 747-8, 737-900ER, 737-400SF, BBJ 737-800, 767-200ER, 757-300, 737 MAX 9, 737-400, 767-200ERT, 767-200SF, 757-200PF, 737 MAX 8, 737-300SF, 737-300F, 737-800, 737-700, 767-200ERSF, 757-200 | Description: TRIAXIAL ACCELEROMETER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/embraer-erj170/aircraft-systems-31/3001-01-111/
---
Part No.: 3001-01-111 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-200EREM, 737-300QC, DC-9-30, DC-10-30, 737-300, 767-200EM, 757-200PCF, 737-900, 737-600, 767-200, MD-90-30, 767-400ER, 767-300BCF, 757-200PC, 747-8F, 757-300EM, 757-200EM, 767-300EREM, BBJ 737-700, 767-300ER, 767-300F, MD-11F, 737-700C, 737 MAX 7, 767-300, 737-500, 747-8, 737-900ER, 737-400SF, BBJ 737-800, 767-200ER, 757-300, 737 MAX 9, 737-400, 767-200ERT, 767-200SF, 757-200PF, 737 MAX 8, 737-300SF, 737-300F, 737-800, 737-700, 767-200ERSF, 757-200 | Description: TRIAXIAL ACCELEROMETER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/embraer-erj170/aircraft-systems-24/3001-01-111/
---
Part No.: 3001-01-111 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-200EREM, 737-300QC, DC-9-30, DC-10-30, 737-300, 767-200EM, 757-200PCF, 737-900, 737-600, 767-200, MD-90-30, 767-400ER, 767-300BCF, 757-200PC, 747-8F, 757-300EM, 757-200EM, 767-300EREM, BBJ 737-700, 767-300ER, 767-300F, MD-11F, 737-700C, 737 MAX 7, 767-300, 737-500, 747-8, 737-900ER, 737-400SF, BBJ 737-800, 767-200ER, 757-300, 737 MAX 9, 737-400, 767-200ERT, 767-200SF, 757-200PF, 737 MAX 8, 737-300SF, 737-300F, 737-800, 737-700, 767-200ERSF, 757-200 | Description: TRIAXIAL ACCELEROMETER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b737-classic/aircraft-systems-24/3001-01-111/
---
Part No.: 3001-01-111 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: DC-9-30, 737 AEW&C, DC-10-30, 737-300QC, 737-300, 767-200EREM, 767-300F, 767-200EM, 767-300ER, 757-200PCF, 737-900, 767-200, 737-600, MD-90-30, 767-300BCF, 757-200PC, 747-8F, 767-300EREM, 767-300, C-32, MD-11F, 737-700C, 737 MAX 7, 737-500, C-40B, 767-400ER, 737-900ER, 737-700, 767-200ERSF, 767-200ER, 737-400SF, 767-200ERT, 747-8, BBJ 737-700, 757-200EM, 757-300EM, 737-400, 737 MAX 9, 737-300F, 737-300SF, C-40C, 757-200PF, 737 MAX 8, 767-200SF, 737-800, BBJ 737-800, 757-200, 757-300 | Description: TRIAXIAL ACCELEROMETER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-31/3001-01-111/
---
Part No.: 3001-01-111 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: DC-9-30, 737 AEW&C, DC-10-30, 737-300QC, 737-300, 767-200EREM, 767-300F, 767-200EM, 767-300ER, 757-200PCF, 737-900, 767-200, 737-600, MD-90-30, 767-300BCF, 757-200PC, 747-8F, 767-300EREM, 767-300, C-32, MD-11F, 737-700C, 737 MAX 7, 737-500, C-40B, 767-400ER, 737-900ER, 737-700, 767-200ERSF, 767-200ER, 737-400SF, 767-200ERT, 747-8, BBJ 737-700, 757-200EM, 757-300EM, 737-400, 737 MAX 9, 737-300F, 737-300SF, C-40C, 757-200PF, 737 MAX 8, 767-200SF, 737-800, BBJ 737-800, 757-200, 757-300 | Description: TRIAXIAL ACCELEROMETER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-24/3001-01-111/
---
Part No.: 3001-01-111 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-200EREM, 737-300QC, DC-9-30, DC-10-30, 737-300, 767-200EM, 757-200PCF, 737-900, 737-600, 767-200, MD-90-30, 767-400ER, 767-300BCF, 757-200PC, 747-8F, 757-300EM, 757-200EM, 767-300EREM, BBJ 737-700, 767-300ER, 767-300F, MD-11F, 737-700C, 737 MAX 7, 767-300, 737-500, 747-8, 737-900ER, 737-400SF, BBJ 737-800, 767-200ER, 757-300, 737 MAX 9, 737-400, 767-200ERT, 767-200SF, 757-200PF, 737 MAX 8, 737-300SF, 737-300F, 737-800, 737-700, 767-200ERSF, 757-200 | Description: TRIAXIAL ACCELEROMETER | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-8/aircraft-systems-24/3001-01-111/"
APE5100-1,ok_ata,,Part No.: APE5100-1 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: CLOCK | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-31/ape5100-1/
HG2030AE24,ok_ata,,Part No.: HG2030AE24 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: ADIRU-AIR DATA AND INERTIAL | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-34/hg2030ae24/
2230A0000-01,no_table_ata_or_component,,
63543-253-3,ok_ata,,Part No.: 63543-253-3 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: DDRMI-DIGITAL DISTANCE RADIO | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-34/63543-253-3/
668CA04A41Y00,ok_component_fallback,,Part No.: 668CA04A41Y00 | Manufacturer: Zodiac Ece | Part Type: Contactr | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/zodiac-ece/668ca04a41y00/
338-002-114-0,ok_ata,,Part No.: 338-002-114-0 | ATA Groups: POWER PLANT | Boeing Applicability: N/A | Description: BLADE FAN ROTOR | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/power-plant-72/338-002-114-0/
1211342-005,ok_ata,,"Part No.: 1211342-005 | ATA Groups: POWER PLANT | Boeing Applicability: 767-300EREM, 767-300, 767-300F, 747-400PC, 767-300BCF, 767-300ER, 767-200ER, MD-11F, 747-400ERF, 767-200ERT, 747-400, 767-200SF, 747-400F, 767-200EREM, 767-400ER | Description: ACTUATOR | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/power-plant-75/1211342-005/"
01652-009,ok_ata,,"Part No.: 01652-009 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 777-200, 777-300, 777-300ER, 777-200LR, 777-200ER | Description: TANK ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-38/01652-009/"
52G434,ok_component_fallback,,Part No.: 52G434 | Manufacturer: Pratt And Whitney | Part Type: Linrsegy | QTY: Available | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/rfq/pratt-and-whitney/52g434/
L78DR130000400,no_table_ata_or_component,,
L78DR140000400,no_table_ata_or_component,,
L78DR230000400,no_table_ata_or_component,,
L78DR240000400,no_table_ata_or_component,,
465020-03040316,ok_ata,,Part No.: 465020-03040316 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: ADIRU-AIR DATA AND INERTIAL | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-34/465020-03040316/
4089450-901,ok_ata,,"Part No.: 4089450-901 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 777-200, 777-200LR, 777-200F, 777-300ER, 777-300, 777-200ER | Description: MODULE ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-31/4089450-901/"
622-8849-100,ok_ata,,"Part No.: 622-8849-100 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: BBJ 737-700, 747-400ERF, 777-200ER, 777-200LR, 777-300, 777-300ER, 767-300, 747-400PC, 767-200EREM, 777-200, 747-400F, 767-200EM, 767-200ERT, 767-200, 767-300F, 767-200ER, MD-11F, 757-200, 747-400, 767-400ER, 767-300BCF, 767-300EREM | Description: UNIT | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b747-400/aircraft-systems-23/622-8849-100/
---
Part No.: 622-8849-100 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 767-300BCF, 777-200LR, C-40B, 747-400ERF, 777-300, 777-200ER, 777-300ER, 767-300, 747-400PC, 767-200EM, 747-400F, 767-200EREM, 777-200, 767-200ERT, C-40C, 767-300F, 757-200, MD-11F, 767-200ER, 767-200, 747-400, 767-400ER, C-32, 767-300EREM, BBJ 737-700 | Description: UNIT | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-23/622-8849-100/
---
Part No.: 622-8849-100 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: BBJ 737-700, 747-400ERF, 777-200ER, 777-200LR, 777-300, 777-300ER, 767-300, 747-400PC, 767-200EREM, 777-200, 747-400F, 767-200EM, 767-200ERT, 767-200, 767-300F, 767-200ER, MD-11F, 757-200, 747-400, 767-400ER, 767-300BCF, 767-300EREM | Description: UNIT | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b757/aircraft-systems-23/622-8849-100/"
7716200-1,ok_ata,,"Part No.: 7716200-1 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: 777-200ER, 777-300, 777-300ER, 777-200LR, 777-200, 777-200F | Description: PANEL ASSY | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/boeing-b777/aircraft-systems-25/7716200-1/"
160494-1,ok_ata,,Part No.: 160494-1 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: COOLER-OIL | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/aircraft-systems-49/160494-1/
170-55145-401,ok_ata,,"Part No.: 170-55145-401 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: CONVERTER , OZONE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/embraer-erj170/aircraft-systems-36/170-55145-401/"
7026201-801,ok_ata,,"Part No.: 7026201-801 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: VHF DIGITAL RADIO-VDR | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/embraer-erj190/aircraft-systems-23/7026201-801/
---
Part No.: 7026201-801 | ATA Groups: AIRCRAFT SYSTEMS | Boeing Applicability: N/A | Description: VHF DIGITAL RADIO | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/embraer-erj170/aircraft-systems-23/7026201-801/"
5860016-139,ok_ata,,Part No.: 5860016-139 | ATA Groups: POWER PLANT | Boeing Applicability: N/A | Description: VALVE | Type: ATA Chapters | RFQ: RFQ | Part No. URL: https://www.aviationsourcingsolutions.com/parts-by-ipc/ata-chapters/rfq/airbus-a320/power-plant-75/5860016-139/
